relative_path,label,class_name,cv_fold,split
waste_type_identification/battery/battery137.jpg,0,Battery,2,train
waste_type_identification/battery/battery138.jpg,0,Battery,5,train
waste_type_identification/battery/battery139.jpg,0,Battery,4,train
waste_type_identification/battery/battery14.jpg,0,Battery,4,train
waste_type_identification/battery/battery140.jpg,0,Battery,4,train
waste_type_identification/battery/battery141.jpg,0,Battery,5,train
waste_type_identification/battery/battery142.jpg,0,Battery,2,train
waste_type_identification/battery/battery143.jpg,0,Battery,5,train
waste_type_identification/battery/battery144.jpg,0,Battery,3,validation
waste_type_identification/battery/battery145.jpg,0,Battery,3,validation
waste_type_identification/battery/battery146.jpg,0,Battery,2,train
waste_type_identification/battery/battery147.jpg,0,Battery,5,train
waste_type_identification/battery/battery148.jpg,0,Battery,5,train
waste_type_identification/battery/battery149.jpg,0,Battery,5,train
waste_type_identification/battery/battery15.jpg,0,Battery,5,train
waste_type_identification/battery/battery150.jpg,0,Battery,4,train
waste_type_identification/battery/battery151.jpg,0,Battery,3,validation
waste_type_identification/battery/battery152.jpg,0,Battery,1,train
waste_type_identification/battery/battery153.jpg,0,Battery,2,train
waste_type_identification/battery/battery154.jpg,0,Battery,4,train
waste_type_identification/battery/battery155.jpg,0,Battery,5,train
waste_type_identification/battery/battery156.jpg,0,Battery,4,train
waste_type_identification/battery/battery157.jpg,0,Battery,4,train
waste_type_identification/battery/battery158.jpg,0,Battery,2,train
waste_type_identification/battery/battery159.jpg,0,Battery,1,train
waste_type_identification/battery/battery16.jpg,0,Battery,2,train
waste_type_identification/battery/battery160.jpg,0,Battery,5,train
waste_type_identification/battery/battery161.jpg,0,Battery,2,train
waste_type_identification/battery/battery162.jpg,0,Battery,4,train
waste_type_identification/battery/battery163.jpg,0,Battery,4,train
waste_type_identification/battery/battery164.jpg,0,Battery,3,validation
waste_type_identification/battery/battery165.jpg,0,Battery,1,train
waste_type_identification/battery/battery166.jpg,0,Battery,2,train
waste_type_identification/battery/battery167.jpg,0,Battery,3,validation
waste_type_identification/battery/battery168.jpg,0,Battery,4,train
waste_type_identification/battery/battery169.jpg,0,Battery,2,train
waste_type_identification/battery/battery17.jpg,0,Battery,5,train
waste_type_identification/battery/battery170.jpg,0,Battery,1,train
waste_type_identification/battery/battery171.jpg,0,Battery,1,train
waste_type_identification/battery/battery172.jpg,0,Battery,4,train
waste_type_identification/battery/battery173.jpg,0,Battery,3,validation
waste_type_identification/battery/battery174.jpg,0,Battery,5,train
waste_type_identification/battery/battery175.jpg,0,Battery,3,validation
waste_type_identification/battery/battery176.jpg,0,Battery,2,train
waste_type_identification/battery/battery177.jpg,0,Battery,2,train
waste_type_identification/battery/battery178.jpg,0,Battery,1,train
waste_type_identification/battery/battery179.jpg,0,Battery,4,train
waste_type_identification/battery/battery18.jpg,0,Battery,1,train
waste_type_identification/battery/battery180.jpg,0,Battery,2,train
waste_type_identification/battery/battery181.jpg,0,Battery,5,train
waste_type_identification/battery/battery182.jpg,0,Battery,5,train
waste_type_identification/battery/battery183.jpg,0,Battery,3,validation
waste_type_identification/battery/battery184.jpg,0,Battery,3,validation
waste_type_identification/battery/battery185.jpg,0,Battery,2,train
waste_type_identification/battery/battery186.jpg,0,Battery,2,train
waste_type_identification/battery/battery187.jpg,0,Battery,5,train
waste_type_identification/battery/battery188.jpg,0,Battery,2,train
waste_type_identification/battery/battery189.jpg,0,Battery,2,train
waste_type_identification/battery/battery19.jpg,0,Battery,1,train
waste_type_identification/battery/battery190.jpg,0,Battery,4,train
waste_type_identification/battery/battery191.jpg,0,Battery,4,train
waste_type_identification/battery/battery192.jpg,0,Battery,2,train
waste_type_identification/battery/battery193.jpg,0,Battery,5,train
waste_type_identification/battery/battery194.jpg,0,Battery,3,validation
waste_type_identification/battery/battery195.jpg,0,Battery,5,train
waste_type_identification/battery/battery196.jpg,0,Battery,5,train
waste_type_identification/battery/battery197.jpg,0,Battery,4,train
waste_type_identification/battery/battery198.jpg,0,Battery,2,train
waste_type_identification/battery/battery199.jpg,0,Battery,1,train
waste_type_identification/battery/battery2.jpg,0,Battery,3,validation
waste_type_identification/battery/battery20.jpg,0,Battery,2,train
waste_type_identification/battery/battery200.jpg,0,Battery,3,validation
waste_type_identification/battery/battery201.jpg,0,Battery,5,train
waste_type_identification/battery/battery202.jpg,0,Battery,2,train
waste_type_identification/battery/battery203.jpg,0,Battery,5,train
waste_type_identification/battery/battery204.jpg,0,Battery,1,train
waste_type_identification/battery/battery205.jpg,0,Battery,2,train
waste_type_identification/battery/battery206.jpg,0,Battery,3,validation
waste_type_identification/battery/battery207.jpg,0,Battery,4,train
waste_type_identification/battery/battery208.jpg,0,Battery,5,train
waste_type_identification/battery/battery209.jpg,0,Battery,4,train
waste_type_identification/battery/battery21.jpg,0,Battery,4,train
waste_type_identification/battery/battery210.jpg,0,Battery,4,train
waste_type_identification/battery/battery211.jpg,0,Battery,2,train
waste_type_identification/battery/battery212.jpg,0,Battery,1,train
waste_type_identification/battery/battery213.jpg,0,Battery,5,train
waste_type_identification/battery/battery214.jpg,0,Battery,5,train
waste_type_identification/battery/battery215.jpg,0,Battery,1,train
waste_type_identification/battery/battery216.jpg,0,Battery,5,train
waste_type_identification/battery/battery217.jpg,0,Battery,5,train
waste_type_identification/battery/battery218.jpg,0,Battery,2,train
waste_type_identification/battery/battery219.jpg,0,Battery,2,train
waste_type_identification/battery/battery22.jpg,0,Battery,3,validation
waste_type_identification/battery/battery220.jpg,0,Battery,3,validation
waste_type_identification/battery/battery221.jpg,0,Battery,2,train
waste_type_identification/battery/battery222.jpg,0,Battery,2,train
waste_type_identification/battery/battery223.jpg,0,Battery,4,train
waste_type_identification/battery/battery224.jpg,0,Battery,3,validation
waste_type_identification/battery/battery225.jpg,0,Battery,1,train
waste_type_identification/battery/battery226.jpg,0,Battery,2,train
waste_type_identification/battery/battery227.jpg,0,Battery,2,train
waste_type_identification/battery/battery228.jpg,0,Battery,4,train
waste_type_identification/battery/battery229.jpg,0,Battery,4,train
waste_type_identification/battery/battery23.jpg,0,Battery,3,validation
waste_type_identification/battery/battery230.jpg,0,Battery,3,validation
waste_type_identification/battery/battery231.jpg,0,Battery,4,train
waste_type_identification/battery/battery232.jpg,0,Battery,3,validation
waste_type_identification/battery/battery233.jpg,0,Battery,2,train
waste_type_identification/battery/battery234.jpg,0,Battery,2,train
waste_type_identification/battery/battery235.jpg,0,Battery,1,train
waste_type_identification/battery/battery236.jpg,0,Battery,3,validation
waste_type_identification/battery/battery237.jpg,0,Battery,4,train
waste_type_identification/battery/battery238.jpg,0,Battery,5,train
waste_type_identification/battery/battery239.jpg,0,Battery,5,train
waste_type_identification/battery/battery24.jpg,0,Battery,4,train
waste_type_identification/battery/battery240.jpg,0,Battery,3,validation
waste_type_identification/battery/battery241.jpg,0,Battery,4,train
waste_type_identification/battery/battery242.jpg,0,Battery,1,train
waste_type_identification/battery/battery243.jpg,0,Battery,1,train
waste_type_identification/battery/battery244.jpg,0,Battery,2,train
waste_type_identification/battery/battery245.jpg,0,Battery,2,train
waste_type_identification/battery/battery246.jpg,0,Battery,2,train
waste_type_identification/battery/battery247.jpg,0,Battery,4,train
waste_type_identification/battery/battery248.jpg,0,Battery,2,train
waste_type_identification/battery/battery249.jpg,0,Battery,5,train
waste_type_identification/battery/battery25.jpg,0,Battery,2,train
waste_type_identification/battery/battery250.jpg,0,Battery,3,validation
waste_type_identification/battery/battery251.jpg,0,Battery,2,train
waste_type_identification/battery/battery252.jpg,0,Battery,1,train
waste_type_identification/battery/battery253.jpg,0,Battery,4,train
waste_type_identification/battery/battery254.jpg,0,Battery,3,validation
waste_type_identification/battery/battery255.jpg,0,Battery,4,train
waste_type_identification/battery/battery256.jpg,0,Battery,5,train
waste_type_identification/battery/battery257.jpg,0,Battery,3,validation
waste_type_identification/battery/battery258.jpg,0,Battery,2,train
waste_type_identification/battery/battery259.jpg,0,Battery,5,train
waste_type_identification/battery/battery26.jpg,0,Battery,2,train
waste_type_identification/battery/battery260.jpg,0,Battery,3,validation
waste_type_identification/battery/battery261.jpg,0,Battery,1,train
waste_type_identification/battery/battery262.jpg,0,Battery,1,train
waste_type_identification/battery/battery263.jpg,0,Battery,4,train
waste_type_identification/battery/battery264.jpg,0,Battery,3,validation
waste_type_identification/battery/battery265.jpg,0,Battery,3,validation
waste_type_identification/battery/battery266.jpg,0,Battery,3,validation
waste_type_identification/battery/battery267.jpg,0,Battery,5,train
waste_type_identification/battery/battery268.jpg,0,Battery,1,train
waste_type_identification/battery/battery269.jpg,0,Battery,1,train
waste_type_identification/battery/battery27.jpg,0,Battery,2,train
waste_type_identification/battery/battery270.jpg,0,Battery,3,validation
waste_type_identification/battery/battery271.jpg,0,Battery,1,train
waste_type_identification/battery/battery272.jpg,0,Battery,4,train
waste_type_identification/battery/battery273.jpg,0,Battery,2,train
waste_type_identification/battery/battery274.jpg,0,Battery,3,validation
waste_type_identification/battery/battery275.jpg,0,Battery,5,train
waste_type_identification/battery/battery276.jpg,0,Battery,1,train
waste_type_identification/battery/battery277.jpg,0,Battery,1,train
waste_type_identification/battery/battery278.jpg,0,Battery,5,train
waste_type_identification/battery/battery279.jpg,0,Battery,5,train
waste_type_identification/battery/battery28.jpg,0,Battery,4,train
waste_type_identification/battery/battery280.jpg,0,Battery,1,train
waste_type_identification/battery/battery281.jpg,0,Battery,1,train
waste_type_identification/battery/battery282.jpg,0,Battery,4,train
waste_type_identification/battery/battery283.jpg,0,Battery,5,train
waste_type_identification/battery/battery284.jpg,0,Battery,3,validation
waste_type_identification/battery/battery285.jpg,0,Battery,5,train
waste_type_identification/battery/battery286.jpg,0,Battery,1,train
waste_type_identification/battery/battery287.jpg,0,Battery,2,train
waste_type_identification/battery/battery288.jpg,0,Battery,5,train
waste_type_identification/battery/battery289.jpg,0,Battery,2,train
waste_type_identification/battery/battery29.jpg,0,Battery,4,train
waste_type_identification/battery/battery290.jpg,0,Battery,5,train
waste_type_identification/battery/battery291.jpg,0,Battery,3,validation
waste_type_identification/battery/battery292.jpg,0,Battery,5,train
waste_type_identification/battery/battery293.jpg,0,Battery,1,train
waste_type_identification/battery/battery294.jpg,0,Battery,1,train
waste_type_identification/battery/battery295.jpg,0,Battery,1,train
waste_type_identification/battery/battery296.jpg,0,Battery,2,train
waste_type_identification/battery/battery297.jpg,0,Battery,2,train
waste_type_identification/battery/battery298.jpg,0,Battery,3,validation
waste_type_identification/battery/battery299.jpg,0,Battery,3,validation
waste_type_identification/battery/battery3.jpg,0,Battery,4,train
waste_type_identification/battery/battery30.jpg,0,Battery,1,train
waste_type_identification/battery/battery300.jpg,0,Battery,2,train
waste_type_identification/battery/battery301.jpg,0,Battery,2,train
waste_type_identification/battery/battery302.jpg,0,Battery,1,train
waste_type_identification/battery/battery303.jpg,0,Battery,1,train
waste_type_identification/battery/battery304.jpg,0,Battery,3,validation
waste_type_identification/battery/battery305.jpg,0,Battery,3,validation
waste_type_identification/battery/battery306.jpg,0,Battery,4,train
waste_type_identification/battery/battery307.jpg,0,Battery,5,train
waste_type_identification/battery/battery308.jpg,0,Battery,2,train
waste_type_identification/battery/battery309.jpg,0,Battery,3,validation
waste_type_identification/battery/battery31.jpg,0,Battery,1,train
waste_type_identification/battery/battery310.jpg,0,Battery,4,train
waste_type_identification/battery/battery311.jpg,0,Battery,3,validation
waste_type_identification/battery/battery312.jpg,0,Battery,4,train
waste_type_identification/battery/battery313.jpg,0,Battery,2,train
waste_type_identification/battery/battery314.jpg,0,Battery,5,train
waste_type_identification/battery/battery315.jpg,0,Battery,2,train
waste_type_identification/battery/battery316.jpg,0,Battery,2,train
waste_type_identification/battery/battery317.jpg,0,Battery,2,train
waste_type_identification/battery/battery318.jpg,0,Battery,2,train
waste_type_identification/battery/battery319.jpg,0,Battery,4,train
waste_type_identification/battery/battery32.jpg,0,Battery,4,train
waste_type_identification/battery/battery320.jpg,0,Battery,5,train
waste_type_identification/battery/battery321.jpg,0,Battery,2,train
waste_type_identification/battery/battery322.jpg,0,Battery,3,validation
waste_type_identification/battery/battery323.jpg,0,Battery,4,train
waste_type_identification/battery/battery324.jpg,0,Battery,3,validation
waste_type_identification/battery/battery325.jpg,0,Battery,2,train
waste_type_identification/battery/battery326.jpg,0,Battery,5,train
waste_type_identification/battery/battery327.jpg,0,Battery,3,validation
waste_type_identification/battery/battery328.jpg,0,Battery,4,train
waste_type_identification/battery/battery329.jpg,0,Battery,4,train
waste_type_identification/battery/battery33.jpg,0,Battery,3,validation
waste_type_identification/battery/battery330.jpg,0,Battery,5,train
waste_type_identification/battery/battery331.jpg,0,Battery,2,train
waste_type_identification/battery/battery332.jpg,0,Battery,4,train
waste_type_identification/battery/battery333.jpg,0,Battery,3,validation
waste_type_identification/battery/battery334.jpg,0,Battery,2,train
waste_type_identification/battery/battery335.jpg,0,Battery,1,train
waste_type_identification/battery/battery336.jpg,0,Battery,1,train
waste_type_identification/battery/battery337.jpg,0,Battery,4,train
waste_type_identification/battery/battery338.jpg,0,Battery,3,validation
waste_type_identification/battery/battery339.jpg,0,Battery,3,validation
waste_type_identification/battery/battery34.jpg,0,Battery,4,train
waste_type_identification/battery/battery340.jpg,0,Battery,3,validation
waste_type_identification/battery/battery341.jpg,0,Battery,4,train
waste_type_identification/battery/battery342.jpg,0,Battery,3,validation
waste_type_identification/battery/battery343.jpg,0,Battery,5,train
waste_type_identification/battery/battery344.jpg,0,Battery,2,train
waste_type_identification/battery/battery345.jpg,0,Battery,5,train
waste_type_identification/battery/battery346.jpg,0,Battery,3,validation
waste_type_identification/battery/battery347.jpg,0,Battery,3,validation
waste_type_identification/battery/battery348.jpg,0,Battery,3,validation
waste_type_identification/battery/battery349.jpg,0,Battery,4,train
waste_type_identification/battery/battery35.jpg,0,Battery,2,train
waste_type_identification/battery/battery350.jpg,0,Battery,2,train
waste_type_identification/battery/battery351.jpg,0,Battery,4,train
waste_type_identification/battery/battery352.jpg,0,Battery,2,train
waste_type_identification/battery/battery353.jpg,0,Battery,1,train
waste_type_identification/battery/battery354.jpg,0,Battery,1,train
waste_type_identification/battery/battery355.jpg,0,Battery,2,train
waste_type_identification/battery/battery356.jpg,0,Battery,3,validation
waste_type_identification/battery/battery357.jpg,0,Battery,3,validation
waste_type_identification/battery/battery358.jpg,0,Battery,3,validation
waste_type_identification/battery/battery359.jpg,0,Battery,5,train
waste_type_identification/battery/battery36.jpg,0,Battery,1,train
waste_type_identification/battery/battery360.jpg,0,Battery,3,validation
waste_type_identification/battery/battery361.jpg,0,Battery,4,train
waste_type_identification/battery/battery362.jpg,0,Battery,4,train
waste_type_identification/battery/battery363.jpg,0,Battery,1,train
waste_type_identification/battery/battery364.jpg,0,Battery,4,train
waste_type_identification/battery/battery365.jpg,0,Battery,4,train
waste_type_identification/battery/battery366.jpg,0,Battery,3,validation
waste_type_identification/battery/battery367.jpg,0,Battery,4,train
waste_type_identification/battery/battery368.jpg,0,Battery,3,validation
waste_type_identification/battery/battery369.jpg,0,Battery,4,train
waste_type_identification/battery/battery37.jpg,0,Battery,1,train
waste_type_identification/battery/battery370.jpg,0,Battery,1,train
waste_type_identification/battery/battery371.jpg,0,Battery,4,train
waste_type_identification/battery/battery372.jpg,0,Battery,5,train
waste_type_identification/battery/battery373.jpg,0,Battery,5,train
waste_type_identification/battery/battery374.jpg,0,Battery,1,train
waste_type_identification/battery/battery375.jpg,0,Battery,5,train
waste_type_identification/battery/battery376.jpg,0,Battery,1,train
waste_type_identification/battery/battery377.jpg,0,Battery,2,train
waste_type_identification/battery/battery378.jpg,0,Battery,5,train
waste_type_identification/battery/battery379.jpg,0,Battery,1,train
waste_type_identification/battery/battery38.jpg,0,Battery,2,train
waste_type_identification/battery/battery380.jpg,0,Battery,1,train
waste_type_identification/battery/battery381.jpg,0,Battery,2,train
waste_type_identification/battery/battery382.jpg,0,Battery,3,validation
waste_type_identification/battery/battery383.jpg,0,Battery,1,train
waste_type_identification/battery/battery384.jpg,0,Battery,1,train
waste_type_identification/battery/battery385.jpg,0,Battery,1,train
waste_type_identification/battery/battery386.jpg,0,Battery,1,train
waste_type_identification/battery/battery387.jpg,0,Battery,3,validation
waste_type_identification/battery/battery388.jpg,0,Battery,2,train
waste_type_identification/battery/battery389.jpg,0,Battery,5,train
waste_type_identification/battery/battery39.jpg,0,Battery,4,train
waste_type_identification/battery/battery390.jpg,0,Battery,1,train
waste_type_identification/battery/battery391.jpg,0,Battery,3,validation
waste_type_identification/battery/battery392.jpg,0,Battery,1,train
waste_type_identification/battery/battery393.jpg,0,Battery,1,train
waste_type_identification/battery/battery394.jpg,0,Battery,1,train
waste_type_identification/battery/battery395.jpg,0,Battery,4,train
waste_type_identification/battery/battery396.jpg,0,Battery,5,train
waste_type_identification/battery/battery397.jpg,0,Battery,1,train
waste_type_identification/battery/battery398.jpg,0,Battery,4,train
waste_type_identification/battery/battery399.jpg,0,Battery,2,train
waste_type_identification/battery/battery4.jpg,0,Battery,2,train
waste_type_identification/battery/battery40.jpg,0,Battery,1,train
waste_type_identification/battery/battery400.jpg,0,Battery,4,train
waste_type_identification/battery/battery401.jpg,0,Battery,2,train
waste_type_identification/battery/battery402.jpg,0,Battery,2,train
waste_type_identification/battery/battery403.jpg,0,Battery,4,train
waste_type_identification/battery/battery404.jpg,0,Battery,3,validation
waste_type_identification/battery/battery405.jpg,0,Battery,1,train
waste_type_identification/battery/battery406.jpg,0,Battery,5,train
waste_type_identification/battery/battery407.jpg,0,Battery,4,train
waste_type_identification/battery/battery408.jpg,0,Battery,1,train
waste_type_identification/battery/battery409.jpg,0,Battery,1,train
waste_type_identification/battery/battery41.jpg,0,Battery,4,train
waste_type_identification/battery/battery410.jpg,0,Battery,1,train
waste_type_identification/battery/battery411.jpg,0,Battery,4,train
waste_type_identification/battery/battery412.jpg,0,Battery,1,train
waste_type_identification/battery/battery413.jpg,0,Battery,2,train
waste_type_identification/battery/battery414.jpg,0,Battery,5,train
waste_type_identification/battery/battery415.jpg,0,Battery,3,validation
waste_type_identification/battery/battery416.jpg,0,Battery,1,train
waste_type_identification/battery/battery417.jpg,0,Battery,4,train
waste_type_identification/battery/battery418.jpg,0,Battery,3,validation
waste_type_identification/battery/battery419.jpg,0,Battery,3,validation
waste_type_identification/battery/battery42.jpg,0,Battery,2,train
waste_type_identification/battery/battery420.jpg,0,Battery,1,train
waste_type_identification/battery/battery421.jpg,0,Battery,4,train
waste_type_identification/battery/battery422.jpg,0,Battery,5,train
waste_type_identification/battery/battery423.jpg,0,Battery,4,train
waste_type_identification/battery/battery424.jpg,0,Battery,2,train
waste_type_identification/battery/battery425.jpg,0,Battery,3,validation
waste_type_identification/battery/battery426.jpg,0,Battery,4,train
waste_type_identification/battery/battery427.jpg,0,Battery,3,validation
waste_type_identification/battery/battery428.jpg,0,Battery,3,validation
waste_type_identification/battery/battery429.jpg,0,Battery,1,train
waste_type_identification/battery/battery43.jpg,0,Battery,5,train
waste_type_identification/battery/battery430.jpg,0,Battery,3,validation
waste_type_identification/battery/battery431.jpg,0,Battery,5,train
waste_type_identification/battery/battery432.jpg,0,Battery,2,train
waste_type_identification/battery/battery433.jpg,0,Battery,1,train
waste_type_identification/battery/battery434.jpg,0,Battery,1,train
waste_type_identification/battery/battery435.jpg,0,Battery,3,validation
waste_type_identification/battery/battery436.jpg,0,Battery,2,train
waste_type_identification/battery/battery437.jpg,0,Battery,2,train
waste_type_identification/battery/battery438.jpg,0,Battery,2,train
waste_type_identification/battery/battery439.jpg,0,Battery,2,train
waste_type_identification/battery/battery44.jpg,0,Battery,4,train
waste_type_identification/battery/battery440.jpg,0,Battery,2,train
waste_type_identification/battery/battery441.jpg,0,Battery,1,train
waste_type_identification/battery/battery442.jpg,0,Battery,1,train
waste_type_identification/battery/battery443.jpg,0,Battery,2,train
waste_type_identification/battery/battery444.jpg,0,Battery,3,validation
waste_type_identification/battery/battery445.jpg,0,Battery,4,train
waste_type_identification/battery/battery446.jpg,0,Battery,2,train
waste_type_identification/battery/battery447.jpg,0,Battery,5,train
waste_type_identification/battery/battery448.jpg,0,Battery,4,train
waste_type_identification/battery/battery449.jpg,0,Battery,3,validation
waste_type_identification/battery/battery45.jpg,0,Battery,5,train
waste_type_identification/battery/battery450.jpg,0,Battery,4,train
waste_type_identification/battery/battery451.jpg,0,Battery,4,train
waste_type_identification/battery/battery452.jpg,0,Battery,1,train
waste_type_identification/battery/battery453.jpg,0,Battery,4,train
waste_type_identification/battery/battery454.jpg,0,Battery,5,train
waste_type_identification/battery/battery455.jpg,0,Battery,3,validation
waste_type_identification/battery/battery456.jpg,0,Battery,5,train
waste_type_identification/battery/battery457.jpg,0,Battery,1,train
waste_type_identification/battery/battery458.jpg,0,Battery,2,train
waste_type_identification/battery/battery459.jpg,0,Battery,4,train
waste_type_identification/battery/battery46.jpg,0,Battery,5,train
waste_type_identification/battery/battery460.jpg,0,Battery,2,train
waste_type_identification/battery/battery461.jpg,0,Battery,1,train
waste_type_identification/battery/battery462.jpg,0,Battery,1,train
waste_type_identification/battery/battery463.jpg,0,Battery,3,validation
waste_type_identification/battery/battery464.jpg,0,Battery,3,validation
waste_type_identification/battery/battery465.jpg,0,Battery,3,validation
waste_type_identification/battery/battery466.jpg,0,Battery,1,train
waste_type_identification/battery/battery467.jpg,0,Battery,1,train
waste_type_identification/battery/battery468.jpg,0,Battery,5,train
waste_type_identification/battery/battery469.jpg,0,Battery,3,validation
waste_type_identification/battery/battery47.jpg,0,Battery,1,train
waste_type_identification/battery/battery470.jpg,0,Battery,3,validation
waste_type_identification/battery/battery471.jpg,0,Battery,1,train
waste_type_identification/battery/battery472.jpg,0,Battery,2,train
waste_type_identification/battery/battery473.jpg,0,Battery,5,train
waste_type_identification/battery/battery474.jpg,0,Battery,5,train
waste_type_identification/battery/battery475.jpg,0,Battery,5,train
waste_type_identification/battery/battery476.jpg,0,Battery,4,train
waste_type_identification/battery/battery477.jpg,0,Battery,5,train
waste_type_identification/battery/battery478.jpg,0,Battery,5,train
waste_type_identification/battery/battery479.jpg,0,Battery,1,train
waste_type_identification/battery/battery48.jpg,0,Battery,1,train
waste_type_identification/battery/battery480.jpg,0,Battery,3,validation
waste_type_identification/battery/battery481.jpg,0,Battery,4,train
waste_type_identification/battery/battery482.jpg,0,Battery,1,train
waste_type_identification/battery/battery483.jpg,0,Battery,1,train
waste_type_identification/battery/battery484.jpg,0,Battery,2,train
waste_type_identification/battery/battery485.jpg,0,Battery,1,train
waste_type_identification/battery/battery486.jpg,0,Battery,3,validation
waste_type_identification/battery/battery487.jpg,0,Battery,5,train
waste_type_identification/battery/battery488.jpg,0,Battery,5,train
waste_type_identification/battery/battery489.jpg,0,Battery,4,train
waste_type_identification/battery/battery49.jpg,0,Battery,1,train
waste_type_identification/battery/battery490.jpg,0,Battery,3,validation
waste_type_identification/battery/battery491.jpg,0,Battery,1,train
waste_type_identification/battery/battery492.jpg,0,Battery,3,validation
waste_type_identification/battery/battery493.jpg,0,Battery,4,train
waste_type_identification/battery/battery494.jpg,0,Battery,5,train
waste_type_identification/battery/battery495.jpg,0,Battery,4,train
waste_type_identification/battery/battery496.jpg,0,Battery,1,train
waste_type_identification/battery/battery497.jpg,0,Battery,3,validation
waste_type_identification/battery/battery498.jpg,0,Battery,4,train
waste_type_identification/battery/battery499.jpg,0,Battery,4,train
waste_type_identification/battery/battery5.jpg,0,Battery,5,train
waste_type_identification/battery/battery50.jpg,0,Battery,3,validation
waste_type_identification/battery/battery500.jpg,0,Battery,2,train
waste_type_identification/battery/battery501.jpg,0,Battery,3,validation
waste_type_identification/battery/battery502.jpg,0,Battery,2,train
waste_type_identification/battery/battery503.jpg,0,Battery,4,train
waste_type_identification/battery/battery504.jpg,0,Battery,1,train
waste_type_identification/battery/battery505.jpg,0,Battery,1,train
waste_type_identification/battery/battery506.jpg,0,Battery,5,train
waste_type_identification/battery/battery507.jpg,0,Battery,2,train
waste_type_identification/battery/battery508.jpg,0,Battery,3,validation
waste_type_identification/battery/battery509.jpg,0,Battery,4,train
waste_type_identification/battery/battery51.jpg,0,Battery,4,train
waste_type_identification/battery/battery510.jpg,0,Battery,5,train
waste_type_identification/battery/battery511.jpg,0,Battery,3,validation
waste_type_identification/battery/battery512.jpg,0,Battery,2,train
waste_type_identification/battery/battery513.jpg,0,Battery,1,train
waste_type_identification/battery/battery514.jpg,0,Battery,2,train
waste_type_identification/battery/battery515.jpg,0,Battery,4,train
waste_type_identification/battery/battery516.jpg,0,Battery,2,train
waste_type_identification/battery/battery517.jpg,0,Battery,3,validation
waste_type_identification/battery/battery518.jpg,0,Battery,1,train
waste_type_identification/battery/battery519.jpg,0,Battery,2,train
waste_type_identification/battery/battery52.jpg,0,Battery,1,train
waste_type_identification/battery/battery520.jpg,0,Battery,2,train
waste_type_identification/battery/battery521.jpg,0,Battery,2,train
waste_type_identification/battery/battery522.jpg,0,Battery,4,train
waste_type_identification/battery/battery523.jpg,0,Battery,5,train
waste_type_identification/battery/battery524.jpg,0,Battery,5,train
waste_type_identification/battery/battery525.jpg,0,Battery,5,train
waste_type_identification/battery/battery526.jpg,0,Battery,2,train
waste_type_identification/battery/battery527.jpg,0,Battery,3,validation
waste_type_identification/battery/battery528.jpg,0,Battery,3,validation
waste_type_identification/battery/battery529.jpg,0,Battery,5,train
